id,medicament_id,medicament_interaction
1282,717,"Il peut interagir avec les antiarythmiques, les bêtabloquants et le fingolimod."
1283,717,"Informez par ailleurs votre médecin si vous prenez un antiépileptique, un immunosuppresseur (ciclosporine, évérolimus, sirolimus, tacrolimus, temsirolimus), un médicament susceptible de provoquer une hypotension orthostatique (un alphabloquant utilisé en cas d'adénome de la prostate par exemple) ou un médicament contenant l'une des substances suivantes : amiodarone, atorvastatine, buspirone, dronédarone, esmolol, phénytoïne, rifampicine, simvastatine, dapoxétine, ticagrélor, clonidine, guanfacine."
1284,718,"de l'ergotamine (GYNERGENE CAFÉINE) et de la dihydroergotamine (DIERGOSPRAY) : risque d'ergotisme,"
1285,718,"de la nifédipine (ADALATE, CHRONADALATE...) : risque de baisse importante de la tension artérielle,"
1286,718,"du pimozide (ORAP) : risque de troubles du rythme cardiaque,"
1287,718,"de l'ivabradine (PROCORALAN...) : risque de ralentissement important du cœur,"
1288,718,du lomitapide (LOJUXTA).
1289,718,"Il peut interagir avec les antiarythmiques, les bêtabloquants et le fingolimod."
1290,718,"Informez par ailleurs votre médecin si vous prenez un antiépileptique, un immunosuppresseur (ciclosporine, évérolimus, sirolimus, tacrolimus, temsirolimus), un médicament susceptible de provoquer une hypotension orthostatique (un alphabloquant utilisé en cas d'adénome de la prostate par exemple) ou un médicament contenant l'une des substances suivantes : amiodarone, atorvastatine, buspirone, dronédarone, esmolol, phénytoïne, rifampicine, simvastatine, dapoxétine, ticagrélor, clonidine, guanfacine."
1291,719,aux médicaments contenant de l'énoxacine (ENOXOR) : risque de surdosage en théophylline.
1292,719,aux produits de phytothérapie contenant du millepertuis : risque de sous-dosage en théophylline.
1293,719,Il peut interagir avec les médicaments contenant de l'érythromycine (l'utilisation de formes à usage local est possible).
1294,719,"Informez par ailleurs votre médecin si vous prenez des médicaments contenant l'une des substances suivantes : allopurinol, cimétidine, fluconazole, ciprofloxacine, norfloxacine, péfloxacine, fluvoxamine, carbamazépine, phénobarbital, phénytoïne, primidone, rifampicine, clarithromycine, josamycine, roxithromycine, pentoxifylline, ticlopidine, ritonavir ou tacrine."
1295,720,"de l'ergotamine (GYNERGENE CAFÉINE) et de la dihydroergotamine (DIERGOSPRAY) : risque d'ergotisme,"
1296,720,"de la nifédipine (ADALATE, CHRONADALATE...) : risque de baisse importante de la tension artérielle,"
1297,720,"du pimozide (ORAP) : risque de troubles du rythme cardiaque,"
1298,720,"de l'ivabradine (PROCORALAN...) : risque de ralentissement important du cœur,"
1299,720,du lomitapide (LOJUXTA).
1300,720,"Il peut interagir avec les antiarythmiques, les bêtabloquants et le fingolimod."
1301,720,"Informez par ailleurs votre médecin si vous prenez un antiépileptique, un immunosuppresseur (ciclosporine, évérolimus, sirolimus, tacrolimus, temsirolimus), un médicament susceptible de provoquer une hypotension orthostatique (un alphabloquant utilisé en cas d'adénome de la prostate par exemple) ou un médicament contenant l'une des substances suivantes : amiodarone, atorvastatine, buspirone, dronédarone, esmolol, phénytoïne, rifampicine, simvastatine, dapoxétine, ticagrélor, clonidine, guanfacine."
1302,721,"de l'ergotamine (GYNERGENE CAFÉINE) et de la dihydroergotamine (DIERGOSPRAY) : risque d'ergotisme,"
1303,721,"de la nifédipine (ADALATE, CHRONADALATE...) : risque de baisse importante de la tension artérielle,"
1304,721,"du pimozide (ORAP) : risque de troubles du rythme cardiaque,"
1305,721,"de l'ivabradine (PROCORALAN...) : risque de ralentissement important du cœur,"
1306,721,du lomitapide (LOJUXTA).
1307,721,Il peut interagir avec les antiarythmiques et les bêtabloquants.
1308,721,"Informez par ailleurs votre médecin si vous prenez un antiépileptique, un immunosuppresseur (ciclosporine, évérolimus, sirolimus, tacrolimus, temsirolimus), un médicament susceptible de provoquer une hypotension orthostatique (un alphabloquant utilisé en cas d'adénome de la prostate par exemple) ou un médicament contenant l'une des substances suivantes : amiodarone, atorvastatine, buspirone, dronédarone, esmolol, phénytoïne, rifampicine, simvastatine, dapoxétine, ticagrélor."
1309,723,"Ce médicament ne doit associé aux antiviraux contenant du daclatasvir, du dasabuvir, du lédipasvir, de l'ombitasvir + paritaprévir, de la rilpivirine, du télaprévir, ni aux produits de phytothérapie contenant du millepertuis : diminution de l'efficacité de ce médicament."
1310,723,Il peut interagir avec les contraceptifs oraux (pilule) : risque d'inefficacité de la contraception.
1311,723,Signalez tout autre traitement en cours à votre médecin ou à votre pharmacien.
1312,726,Ce médicament ne doit pas être associé au calcium injectable par voie intraveineuse (CALCIBRONAT notamment) ni au sultopride : risque de troubles du rythme cardiaque graves.
1313,726,"Informez par ailleurs votre médecin si vous prenez un médicament susceptible de favoriser une hypokaliémie, un pansement digestif, un médicament contenant l'une des substances suivantes : charbon, kaolin, colestyramine, hydroquinidine, quinidine, sucralfate, amiodarone, sulfasalazine, vérapamil, clarithromycine, érythromycine, carbamazépine, calcium (par voie orale)."
1314,731,Ce médicament ne doit pas être associé aux diurétiques qui augmentent le taux de potassium : risque de troubles du rythme cardiaque graves en cas d'hyperkaliémie.
1315,731,"Il peut, par ailleurs, interagir avec les inhibiteurs de l'enzyme de conversion."
1316,732,aux antibiotiques de la famille des macrolides (à l'exception de la spiramycine) : risque d'ergotisme ;
1317,732,"à un autre dérivé de l'ergot de seigle ou aux vasoconstricteurs de la famille des triptans (naratriptan, sumatriptan, zolmitriptan...) : risque de crise d'hypertension artérielle ou de spasme des artères coronaires. Un délai de 24 heures doit être respecté entre la prise de ces médicaments."
1318,733,"Les médicaments contenant les substances suivantes sont susceptibles de diminuer l'efficacité des traitements hormonaux : carbamazépine, phénobarbital, phénytoïne, primidone, griséofulvine, rifabutine, rifampicine."
1319,737,Ce médicament ne doit pas être associé avec l'avec l'oxybate de sodium : augmentation du risque de dépression respiratoire.
1320,737,"Il peut interagir avec les médicaments contenant de la naltrexone, du nalméfène, de la nalbuphine, de la buprénorphine ou de la pentazocine."
1321,737,"Informez par ailleurs votre médecin ou votre pharmacien si vous prenez des sédatifs (tranquillisants, somnifères, antidépresseurs, antitussifs opiacés...) ; ils peuvent augmenter le risque de somnolence ou de dépression respiratoire."
1322,743,Ce médicament peut interagir avec les médicaments suivants
1323,743,l'aspirine (lorsqu'elle est utilisée à des doses supérieures à 500 mg par prise) et les autres anti-inflammatoires non stéroïdiens (AINS) : augmentation du risque d'ulcère et d'hémorragie digestive ;
1324,743,les anticoagulants oraux et injectables : augmentation du risque hémorragique ;
1325,743,le lithium (TÉRALITHE) : augmentation du taux de lithium dans le sang ;
1326,743,le méthotrexate (pour des doses supérieures à 20 mg par semaine) : risque d'augmentation de la toxicité du méthotrexate.
1327,743,"Informez par ailleurs votre médecin ou votre pharmacien si vous prenez un diurétique, un inhibiteur de l'enzyme de conversion, un inhibiteur de l'angiotensine II, un antiagrégant plaquettaire, un corticoïde, un antidépresseur inhibiteur de la recapture de la sérotonine, un bêtabloquant ou un médicament contenant de la ciclosporine ou du tacrolimus."
1328,747,Ce médicament peut interagir avec les médicaments suivants
1329,747,l'aspirine (lorsqu'elle est utilisée à des doses supérieures à 500 mg par prise) et les autres anti-inflammatoires non stéroïdiens (AINS) : augmentation du risque d'ulcère et d'hémorragie digestive ;
1330,747,les anticoagulants oraux et injectables : augmentation du risque hémorragique ;
1331,747,le lithium (TÉRALITHE) : augmentation du taux de lithium dans le sang ;
1332,747,le méthotrexate (pour des doses supérieures à 20 mg par semaine) : risque d'augmentation de la toxicité du méthotrexate.
1333,747,"Informez par ailleurs votre médecin ou votre pharmacien si vous prenez un diurétique, un inhibiteur de l'enzyme de conversion, un inhibiteur de l'angiotensine II, un antiagrégant plaquettaire, un corticoïde, un antidépresseur inhibiteur de la recapture de la sérotonine, un bêtabloquant ou un médicament contenant de la ciclosporine ou du tacrolimus."
1334,750,Ce médicament peut interagir avec les médicaments suivants
1335,750,l'aspirine (lorsqu'elle est utilisée à des doses supérieures à 500 mg par prise) et les autres anti-inflammatoires non stéroïdiens (AINS) : augmentation du risque d'ulcère et d'hémorragie digestive ;
1336,750,les anticoagulants oraux et injectables : augmentation du risque hémorragique ;
1337,750,le lithium (TÉRALITHE) : augmentation du taux de lithium dans le sang ;
1338,750,le méthotrexate (pour des doses supérieures à 20 mg par semaine) : risque d'augmentation de la toxicité du méthotrexate.
1339,750,"Informez par ailleurs votre médecin ou votre pharmacien si vous prenez un diurétique, un inhibiteur de l'enzyme de conversion, un inhibiteur de l'angiotensine II, un antiagrégant plaquettaire, un corticoïde, un antidépresseur inhibiteur de la recapture de la sérotonine, un bêtabloquant ou un médicament contenant de la ciclosporine ou du tacrolimus."
1340,753,Ce médicament peut interagir avec les médicaments suivants
1341,753,l'aspirine (lorsqu'elle est utilisée à des doses supérieures à 500 mg par prise) et les autres anti-inflammatoires non stéroïdiens (AINS) : augmentation du risque d'ulcère et d'hémorragie digestive ;
1342,753,les anticoagulants oraux et injectables : augmentation du risque hémorragique ;
1343,753,le lithium (TÉRALITHE) : augmentation du taux de lithium dans le sang ;
1344,753,le méthotrexate (pour des doses supérieures à 20 mg par semaine) : risque d'augmentation de la toxicité du méthotrexate.
1345,753,"Informez par ailleurs votre médecin ou votre pharmacien si vous prenez un diurétique, un inhibiteur de l'enzyme de conversion, un inhibiteur de l'angiotensine II, un antiagrégant plaquettaire, un corticoïde, un antidépresseur inhibiteur de la recapture de la sérotonine, un bêtabloquant ou un médicament contenant de la ciclosporine ou du tacrolimus."
1346,755,Ce médicament peut interagir avec les médicaments suivants
1347,755,l'aspirine (lorsqu'elle est utilisée à des doses supérieures à 500 mg par prise) et les autres anti-inflammatoires non stéroïdiens (AINS) : augmentation du risque d'ulcère et d'hémorragie digestive ;
1348,755,les anticoagulants oraux et injectables : augmentation du risque hémorragique ;
1349,755,le lithium (TÉRALITHE) : augmentation du taux de lithium dans le sang ;
1350,755,le méthotrexate (pour des doses supérieures à 20 mg par semaine) : risque d'augmentation de la toxicité du méthotrexate.
1351,755,"Informez par ailleurs votre médecin ou votre pharmacien si vous prenez un diurétique, un inhibiteur de l'enzyme de conversion, un inhibiteur de l'angiotensine II, un antiagrégant plaquettaire, un corticoïde, un antidépresseur inhibiteur de la recapture de la sérotonine, un bêtabloquant ou un médicament contenant de la ciclosporine ou du tacrolimus."
1352,760,Ce médicament peut interagir avec les médicaments suivants
1353,760,l'aspirine (lorsqu'elle est utilisée à des doses supérieures à 500 mg par prise) et les autres anti-inflammatoires non stéroïdiens (AINS) : augmentation du risque d'ulcère et d'hémorragie digestive ;
1354,760,les anticoagulants oraux et injectables : augmentation du risque hémorragique ;
1355,760,le lithium (TÉRALITHE) : augmentation du taux de lithium dans le sang ;
1356,760,le méthotrexate (pour des doses supérieures à 20 mg par semaine) : risque d'augmentation de la toxicité du méthotrexate.
1357,760,"Informez par ailleurs votre médecin ou votre pharmacien si vous prenez un diurétique, un inhibiteur de l'enzyme de conversion, un inhibiteur de l'angiotensine II, un antiagrégant plaquettaire, un corticoïde, un antidépresseur inhibiteur de la recapture de la sérotonine, un bêtabloquant ou un médicament contenant de la ciclosporine ou du tacrolimus."
1358,762,"Informez votre médecin ou votre pharmacien si vous prenez d'autres sédatifs (tranquillisants, somnifères, certains médicaments contre la toux ou contre la douleur contenant des opiacés, antidépresseurs, neuroleptiques...), ou un médicament contenant du cisapride, de la cimétidine, de la buspirone, de la buprénorphine ou de la phénytoïne."
1359,763,Informez votre médecin ou votre pharmacien si vous prenez un médicament atropinique.
1360,764,"Informez votre médecin si vous prenez un médicament contenant de la quinidine, du ritonavir, de l'itraconazole, du kétoconazole, du gemfibrozil ou de la desmopressine."
1361,765,L'association à d'autres antiseptiques ou aux savons est déconseillée car leurs effets risquent de s'annuler.
1362,766,"Informez votre médecin ou votre pharmacien si vous prenez d'autres sédatifs (tranquillisants, somnifères, certains médicaments contre la toux ou contre la douleur contenant des opiacés, antidépresseurs, neuroleptiques...), ou un médicament contenant du cisapride, de la cimétidine, de la buspirone, de la buprénorphine ou de la phénytoïne."
1363,768,L'association de ce médicament avec un inhibiteur de l'enzyme de conversion est déconseillée : augmentation du risque d'œdème de Quincke.
1364,771,"Informez votre médecin ou votre pharmacien si vous prenez un médicament contenant de l'aspirine, de la carbamazépine, du lithium, de l'acide valproïque, de l'hydroquinidine ou de la quinidine."
1365,772,Ce médicament ne doit pas être associé
1366,772,"aux médicaments contenant de l'association glécaprévir/pibrentasvir (MAVIRET) : risque d'augmentation importante des transaminases,"
1367,772,aux produits de phytothérapie contenant du millepertuis : risque de diminution de son efficacité et de son effet contraceptif.
1368,772,"L'effet de ce médicament peut également être diminué par les anticonvulsivants, certains traitements du sida et les médicaments contenant l'une des substances suivantes : griséofulvine, rifampicine, rifabutine, lamotrigine, modafinil, topiramate, vémurafénib."
1369,772,Informez votre médecin de tous vos autrres traitements en cours.
1370,777,"Ce médicament ne doit pas être associé avec les médicaments oraux contenant du miconazole (DAKTARIN gel buccal, LORAMYC) : risque d'hypoglycémie."
1371,777,Il peut interagir avec les médicaments contenant de la phénylbutazone ou du danazol.
1372,777,"Informez par ailleurs votre médecin ou votre pharmacien si vous prenez un bêtabloquant, un inhibiteur de l'enzyme de conversion, un corticoïde, ou un médicament contenant du fluconazole, de la ritodrine, du salbutamol, de la terbutaline ou de la chlorpromazine."
1373,778,Informez votre médecin si vous prenez des diurétiques ou des médicaments contenant de la digoxine ou de la digitoxine.
1374,778,Les pansements digestifs peuvent diminuer l'absorption de ce médicament. Un délai d'au moins deux heures doit être respecté entre la prise de ce médicament et celle du pansement digestif.
1375,779,Informez votre médecin si vous prenez des diurétiques ou des médicaments contenant de la digoxine ou de la digitoxine.
1376,779,Les pansements digestifs peuvent diminuer l'absorption de ce médicament. Un délai d'au moins deux heures doit être respecté entre la prise de ce médicament et celle du pansement digestif.
1377,780,Informez votre médecin si vous prenez des diurétiques ou des médicaments contenant de la digoxine ou de la digitoxine.
1378,780,Les pansements digestifs peuvent diminuer l'absorption de ce médicament. Un délai d'au moins deux heures doit être respecté entre la prise de ce médicament et celle du pansement digestif.
1379,782,Informez votre médecin si vous prenez des diurétiques ou des médicaments contenant de la digoxine ou de la digitoxine.
1380,782,Les pansements digestifs peuvent diminuer l'absorption de ce médicament. Un délai d'au moins deux heures doit être respecté entre la prise de ce médicament et celle du pansement digestif.
1381,783,"Ce médicament ne doit pas être associé aux antidépresseurs de type IMAO non sélectifs (MARSILID) ou sélectifs A (MOCLAMINE) : risque d'élévation de la température, d'agitation, de chute brutale de la tension artérielle."
1382,783,"Informez par ailleurs votre médecin ou votre pharmacien si vous prenez un médicament sédatif (tranquillisants, somnifères, certains médicaments contre la douleur contenant des opiacés, antidépresseurs, neuroleptiques...)."
1383,786,"Ce médicament ne doit pas être associé aux antidépresseurs de type IMAO non sélectifs (MARSILID) ou sélectifs A (MOCLAMINE) : risque d'élévation de la température, d'agitation, de chute brutale de la tension artérielle."
1384,786,"Informez par ailleurs votre médecin ou votre pharmacien si vous prenez un médicament sédatif (tranquillisants, somnifères, certains médicaments contre la douleur contenant des opiacés, antidépresseurs, neuroleptiques...)."
1385,795,Ce collyre peut interagir avec d'autres collyres. Respectez un intervalle de 15 minutes entre deux instillations.
1386,809,"Ce médicament ne doit pas être pris en même temps que les antiacides contenant des sels d'aluminium (MAALOX, PHOSPHALUGEL...), qui pourraient diminuer son absorption."
1387,811,Ce collyre peut interagir avec d'autres collyres. Respectez un intervalle de 15 minutes entre deux instillations.
1388,812,"Ce médicament peut interagir avec les antiarythmiques, les antiprotéases, les antibiotiques contenant de l'érythromycine ou de la clarithromycine et les antifongiques contenant du kétoconazole ou de l'itraconazole."
1389,814,"Ce médicament peut interagir avec les antihypertenseurs d'action centrale et les médicaments contenant du diltiazem, du vérapamil ou du fingolimod."
1390,814,"Informez par ailleurs votre médecin si vous prenez un antiarythmique (amiodarone, digoxine, disopyramide par exemple), un AINS, un antidépresseur imipraminique, un neuroleptique, un inhibiteur calcique, un collyre bêtabloquant ou un médicament contenant de la dobutamine, de l'isoprénaline ou de la méfloquine."
1391,816,Ce médicament ne doit pas être associé avec les produits de phytothérapie contenant du millepertuis : risque de baisse de la sécurité contraceptive.
1392,816,"L'efficacité contraceptive de cette pilule peut être également diminuée par certains antiépileptiques (phénobarbital, carbamazépine, phénytoïne, oxcarbazépine, topiramate), certains traitements du sida (éfavirenz) et les médicaments contenant l'une des substances suivantes : bosentan, griséofulvine, rifampicine, rifabutine"
1393,817,Ce collyre peut interagir avec d'autres collyres. Respectez un intervalle minimal de 15 minutes entre deux instillations.
1394,818,Ce médicament ne doit pas être associé avec
1395,818,les produits de phytothérapie contenant du millepertuis : risque de baisse d'efficacité voire d'annulation de l'effet contraceptif ;
1396,818,les traitements de l'hépatite C contenant l'association glécaprévir/pibrentasvir (MAVIRET) ou l'association sofosbuvir/velpatasvir/voxilaprévir (VOSEVI) : risque d'augmentation de leur toxicité pour le foie. Les femmes doivent utiliser une autre contraception (par exemple une contraception progestative seule ou des méthodes non hormonales) pendant la prise de ces médicaments et jusqu'à 2 semaines après leur arrêt.
1397,818,"L'efficacité contraceptive de cette pilule peut être également diminuée par certains antiépileptiques, certains traitements du sida et les médicaments contenant l'une des substances suivantes : griséofulvine, rifampicine, rifabutine, modafinil. Il est recommandé d'utiliser une autre méthode contraceptive (préservatif ou dispositif intra-utérin) pendant toute la durée de ces traitements et le cycle suivant."
1398,818,Informez par ailleurs votre médecin si vous prenez un médicament contenant de la lamotrigine.
1399,819,Ce médicament ne doit pas être associé avec
1400,819,les produits de phytothérapie contenant du millepertuis : risque de baisse d'efficacité voire d'annulation de l'effet contraceptif ;
1401,819,les traitements de l'hépatite C contenant l'association glécaprévir/pibrentasvir (MAVIRET) ou l'association sofosbuvir/velpatasvir/voxilaprévir (VOSEVI) : risque d'augmentation de leur toxicité pour le foie. Les femmes doivent utiliser une autre contraception (par exemple une contraception progestative seule ou des méthodes non hormonales) pendant la prise de ces médicaments et jusqu'à 2 semaines après leur arrêt.
1402,819,"L'efficacité contraceptive de cette pilule peut être également diminuée par certains antiépileptiques, certains traitements du sida et les médicaments contenant l'une des substances suivantes : griséofulvine, rifampicine, rifabutine, modafinil. Il est recommandé d'utiliser une autre méthode contraceptive (préservatif ou dispositif intra-utérin) pendant toute la durée de ces traitements et le cycle suivant."
1403,819,Informez par ailleurs votre médecin si vous prenez un médicament contenant de la lamotrigine.
1404,821,Ce médicament ne doit pas être associé avec les produits de phytothérapie contenant du millepertuis : risque de baisse de la sécurité contraceptive.
1405,821,"L'efficacité contraceptive de cette pilule peut être également diminuée par certains antiépileptiques (phénobarbital, carbamazépine, phénytoïne, oxcarbazépine, topiramate), certains traitements du sida (éfavirenz) et les médicaments contenant l'une des substances suivantes : bosentan, griséofulvine, rifampicine, rifabutine"
1406,822,Ce médicament ne doit pas être associé avec
1407,822,les produits de phytothérapie contenant du millepertuis : risque de baisse d'efficacité voire d'annulation de l'effet contraceptif ;
1408,822,les traitements de l'hépatite C contenant l'association glécaprévir/pibrentasvir (MAVIRET) ou l'association sofosbuvir/velpatasvir/voxilaprévir (VOSEVI) : risque d'augmentation de leur toxicité pour le foie. Les femmes doivent utiliser une autre contraception (par exemple une contraception progestative seule ou des méthodes non hormonales) pendant la prise de ces médicaments et jusqu'à 2 semaines après leur arrêt.
1409,822,"L'efficacité contraceptive de cette pilule peut être également diminuée par certains antiépileptiques, certains traitements du sida et les médicaments contenant l'une des substances suivantes : griséofulvine, rifampicine, rifabutine, modafinil. Il est recommandé d'utiliser une autre méthode contraceptive (préservatif ou dispositif intra-utérin) pendant toute la durée de ces traitements et le cycle suivant."
1410,822,Informez par ailleurs votre médecin si vous prenez un médicament contenant de la lamotrigine.
1411,823,Ce médicament ne doit pas être associé avec
1412,823,les produits de phytothérapie contenant du millepertuis : risque de baisse d'efficacité voire d'annulation de l'effet contraceptif ;
1413,823,les traitements de l'hépatite C contenant l'association glécaprévir/pibrentasvir (MAVIRET) ou l'association sofosbuvir/velpatasvir/voxilaprévir (VOSEVI) : risque d'augmentation de leur toxicité pour le foie. Les femmes doivent utiliser une autre contraception (par exemple une contraception progestative seule ou des méthodes non hormonales) pendant la prise de ces médicaments et jusqu'à 2 semaines après leur arrêt.
1414,823,"L'efficacité contraceptive de cette pilule peut être également diminuée par certains antiépileptiques, certains traitements du sida et les médicaments contenant l'une des substances suivantes : griséofulvine, rifampicine, rifabutine, modafinil. Il est recommandé d'utiliser une autre méthode contraceptive (préservatif ou dispositif intra-utérin) pendant toute la durée de ces traitements et le cycle suivant."
1415,823,Informez par ailleurs votre médecin si vous prenez un médicament contenant de la lamotrigine.
1416,824,Ce médicament ne doit pas être associé avec les produits de phytothérapie contenant du millepertuis : risque de baisse de la sécurité contraceptive.
1417,824,"L'efficacité contraceptive de cette pilule peut être également diminuée par certains antiépileptiques (phénobarbital, carbamazépine, phénytoïne, oxcarbazépine, topiramate), certains traitements du sida (éfavirenz) et les médicaments contenant l'une des substances suivantes : bosentan, griséofulvine, rifampicine, rifabutine"
1418,825,Ce médicament ne doit pas être associé avec les produits de phytothérapie contenant du millepertuis : risque de baisse de la sécurité contraceptive.
1419,825,"L'efficacité contraceptive de cette pilule peut être également diminuée par certains antiépileptiques (phénobarbital, carbamazépine, phénytoïne, oxcarbazépine, topiramate), certains traitements du sida (éfavirenz) et les médicaments contenant l'une des substances suivantes : bosentan, griséofulvine, rifampicine, rifabutine"
1420,826,Ce médicament ne doit pas être associé avec les produits de phytothérapie contenant du millepertuis : risque de baisse de la sécurité contraceptive.
1421,826,"L'efficacité contraceptive de cette pilule peut être également diminuée par certains antiépileptiques (phénobarbital, carbamazépine, phénytoïne, oxcarbazépine, topiramate), certains traitements du sida (éfavirenz) et les médicaments contenant l'une des substances suivantes : bosentan, griséofulvine, rifampicine, rifabutine"
1422,827,Ce médicament ne doit pas être associé avec
1423,827,les produits de phytothérapie contenant du millepertuis : risque de baisse d'efficacité voire d'annulation de l'effet contraceptif ;
1424,827,les traitements de l'hépatite C contenant l'association glécaprévir/pibrentasvir (MAVIRET) ou l'association sofosbuvir/velpatasvir/voxilaprévir (VOSEVI) : risque d'augmentation de leur toxicité pour le foie. Les femmes doivent utiliser une autre contraception (par exemple une contraception progestative seule ou des méthodes non hormonales) pendant la prise de ces médicaments et jusqu'à 2 semaines après leur arrêt.
1425,827,"L'efficacité contraceptive de cette pilule peut être également diminuée par certains antiépileptiques, certains traitements du sida et les médicaments contenant l'une des substances suivantes : griséofulvine, rifampicine, rifabutine, modafinil. Il est recommandé d'utiliser une autre méthode contraceptive (préservatif ou dispositif intra-utérin) pendant toute la durée de ces traitements et le cycle suivant."
1426,827,Informez par ailleurs votre médecin si vous prenez un médicament contenant de la lamotrigine.
1427,828,Ce médicament ne doit pas être associé avec
1428,828,les produits de phytothérapie contenant du millepertuis : risque de baisse d'efficacité voire d'annulation de l'effet contraceptif ;
1429,828,les traitements de l'hépatite C contenant l'association glécaprévir/pibrentasvir (MAVIRET) ou l'association sofosbuvir/velpatasvir/voxilaprévir (VOSEVI) : risque d'augmentation de leur toxicité pour le foie. Les femmes doivent utiliser une autre contraception (par exemple une contraception progestative seule ou des méthodes non hormonales) pendant la prise de ces médicaments et jusqu'à 2 semaines après leur arrêt.
1430,828,"L'efficacité contraceptive de cette pilule peut être également diminuée par certains antiépileptiques, certains traitements du sida et les médicaments contenant l'une des substances suivantes : griséofulvine, rifampicine, rifabutine, modafinil. Il est recommandé d'utiliser une autre méthode contraceptive (préservatif ou dispositif intra-utérin) pendant toute la durée de ces traitements et le cycle suivant."
1431,828,Informez par ailleurs votre médecin si vous prenez un médicament contenant de la lamotrigine.
1432,829,Ce médicament ne doit pas être associé avec un traitement diurétique.
1433,829,"Informez par ailleurs votre médecin en cas de prise d'un antidépresseur, d'un AINS, d'un antidiabétique de la famille des sulfamides ou d'un médicament contenant l'une des substances suivantes : carbamazépine, chlorpromazine, lopéramide."
1434,830,Ce médicament ne doit pas être associé avec un traitement diurétique.
1435,830,"Informez par ailleurs votre médecin en cas de prise d'un antidépresseur, d'un AINS, d'un antidiabétique de la famille des sulfamides ou d'un médicament contenant l'une des substances suivantes : carbamazépine, chlorpromazine, lopéramide."
1436,831,Ce médicament ne doit pas être associé avec un traitement diurétique.
1437,831,"Informez par ailleurs votre médecin en cas de prise d'un antidépresseur, d'un AINS, d'un antidiabétique de la famille des sulfamides ou d'un médicament contenant l'une des substances suivantes : carbamazépine, chlorpromazine, lopéramide."
1438,834,Ce médicament ne doit pas être associé avec un traitement diurétique.
1439,834,"Informez votre médecin en cas de prise d'un antidépresseur, d'un AINS, d'un antidiabétique de la famille des sulfamides ou d'un médicament contenant l'une des substances suivantes : carbamazépine, chlorpromazine, lopéramide."
1440,835,Ce médicament ne doit pas être associé avec un traitement diurétique.
1441,835,"Informez par ailleurs votre médecin en cas de prise d'un antidépresseur, d'un AINS, d'un antidiabétique de la famille des sulfamides ou d'un médicament contenant l'une des substances suivantes : carbamazépine, chlorpromazine, lopéramide."
1442,853,"Ce médicament peut interagir avec la vitamine C, n'absorbez pas de médicament contenant cette vitamine sans prendre l'avis de votre médecin."
1443,853,"Ce médicament modifie l'excrétion du Gallium 67, substance utilisée pour réaliser les scintigraphies. Si cet examen doit être réalisé, le traitement par la déféroxamine doit être interrompu 48 heures auparavant."
1444,855,"Certains traitement doivent être évités ou justifient une surveillance renforcée du fonctionnement des reins : carbamazépine, oxcarbazépine, phénobarbital, phénytoïne, rifampicine, rifabutine, bocéprévir, le millepertuis, atazanavir, lopinavir, darunavir."
1445,855,La liste des médicaments susceptibles d'interagir n'est pas exhaustive et les recommandations peuvent varier selon les situations et l'importance des traitements associés. Ne prenez aucun autre médicament sans l'avis de votre médecin ou de votre pharmacien. L'adaptation du traitement et des autres médicaments peut être guidée par des dosages sanguins.
1446,856,Informez votre médecin si vous prenez un traitement antidiabétique.
1447,857,"aux IMAO (MARSILID, MOCLAMINE) : des délais précis doivent être respectés entre la fin d'un traitement par IMAO et le début de ce traitement, et inversement ;"
1448,857,aux médicaments contenant du pimozide (ORAP) : risque de troubles du rythme cardiaque.
1449,857,Il peut interagir avec les médicaments contenant du tamoxifène ou du métoprolol.
1450,857,"L'association avec un antimigraineux de la famille des triptans, un médicament contenant du lithium, du tramadol ou un produit de phytothérapie contenant du millepertuis doit être prudente car elle augmente le risque d'apparition d'un syndrome sérotoninergique (voir Effets indésirables possibles)."
1451,857,"Informez par ailleurs votre médecin si vous prenez un anticoagulant oral, de l'aspirine, un AINS, un antiarythmique (propafénone, flécaïnide), un antidépresseur imipraminique ou un médicament contenant de la rispéridone."
1452,860,L'association à d'autres antiseptiques ou aux savons est déconseillée car leurs effets risquent de s'annuler.
1453,863,"Ce médicament ne doit pas être associé à un autre vasoconstricteur à visée décongestionnante par voie nasale ou orale (phényléphrine, pseudoéphédrine, éphédrine...) ainsi qu'avec le méthylphénidate : risque de crise hypertensive."
1454,863,"Il peut par ailleurs interagir avec les IMAO non sélectifs (MARSILID) et les dérivés de l'ergot de seigle utilisés dans la maladie de Parkinson (bromocriptine, pergolide, lisuride, cabergoline) ou dans la migraine (ergotamine ou dihydroergotamine, méthysergide)."
1455,866,"L'efficacité du traitement peut être diminuée par la prise conjointe d'un médicament inducteur enzymatique, comme certains antiépileptiques (phénobarbital, phénytoïne, carbamazépine, oxcarbazépine), certains anti-infectieux (rifampicine, rifabutine, névirapine, efavirenz) ou les produits de phytothérapie contenant du millepertuis."
1456,867,"L'efficacité du traitement peut être diminuée par la prise conjointe d'un médicament inducteur enzymatique, comme certains antiépileptiques (phénobarbital, phénytoïne, carbamazépine, oxcarbazépine), certains anti-infectieux (rifampicine, rifabutine, névirapine, efavirenz) ou les produits de phytothérapie contenant du millepertuis."
