id,medicament_id,indication
11466,2133,"Polyarthrite chronique juvénile chez le sujet >=12 ans, traitement associé de 2e intention (de la)"
11467,2133,"Polyarthrite chronique juvénile chez le sujet >=12 ans, traitement de 2e intention (de la)"
11468,2133,"Maladie de Still chez le sujet >= 1 an, traitement associé de 2e intention (de la)"
11469,2133,"Maladie de Still chez le sujet >= 1 an, traitement de 2e intention (de la)"
11470,2134,Bactériémie chez l'adulte et l'enfant > 40 kg
11471,2134,"Episode fébrile chez le patient neutropénique, traitement antibiotique probabiliste (de l')"
11472,2134,"Episode fébrile chez le sujet neutropénique > 2 mois et <= 40 kg, trt associé (de l')"
11473,2134,Infection biliaire chez l'adulte et l'enfant > 40 kg
11474,2134,Infection sévère à pseudomonas
11475,2134,Infection urinaire compliquée chez l'adulte et l'enfant > 40 kg
11476,2134,Infection urinaire non compliquée chez l'adulte et l'enfant > 40 kg
11477,2134,Pneumopathie aiguë chez l'adulte et l'enfant > 40 kg
11478,2134,Pneumopathie aiguë sévère chez l'adulte et l'enfant > 40 kg
11479,2134,Septicémie chez l'adulte et l'enfant > 40 kg
11480,2135,"Cancer du rein avancé, traitement de 2e intention (du)"
11481,2136,"Cancer du rein avancé, traitement de 2e intention (du)"
11482,2138,Ce médicament est une teinture mère homéopathique.
11483,2138,"Il est utilisé traditionnellement en cas de troubles légers du sommeil, notamment à la suite de surmenage nerveux, ainsi qu'en cas de fatigue passagère."
11484,2138,"Asthénie, traitement homéopathique (de l')"
11485,2138,"Sommeil, troubles légers (du), traitement homéopathique (des)"
11486,2138,"Surmenage, traitement homéopathique (du)"
11487,2139,Cette pommade contient un complexe (association) de remèdes homéopathiques.
11488,2139,Elle est traditionnellement utilisée dans le traitement des douleurs et des démangeaisons de l'anus dues aux hémorroïdes.
11489,2140,"Ce médicament appartient à la famille des inhibiteurs de la 5-alpha-réductase. Il bloque l'action de la testostérone sur la prostate et ralentit ainsi la croissance de cette glande, qui conduit à l'adénome de la prostate et à un rétrécissement progressif des voies urinaires. Il ne permet pas de faire disparaître un adénome, mais de ralentir sa progression et de faire diminuer les symptômes urinaires (après un délai qui peut atteindre plusieurs mois)."
11490,2140,Il est utilisé dans le traitement des troubles urinaires liés à un adénome de la prostate.
11491,2140,Hypertrophie bénigne de la prostate
11492,2141,"Ce médicament contient de l'interféron bêta qui appartient à la famille des cytokines, des substances normalement présentes dans l'organisme intervenant dans la réponse inflammatoire. Le mécanisme d'action de l'interféron bêta dans la sclérose en plaques (SEP) est mal connu. Des études ont montré qu'il diminue d'environ 30 % la fréquence des poussées de sclérose en plaques, réduit le nombre de lésions à l'IRM et retarde la progression du handicap."
11493,2141,"de la sclérose en plaques de forme rémittente (caractérisée par au moins deux poussées au cours des trois années précédentes sans progression régulière entre les poussées),"
11494,2141,des patients ayant eu une seule poussée de sclérose en plaques et considérés comme ayant un risque élevé de développer la maladie.
11495,2141,Evènement unique démyélinisant évocateur d'une sclérose en plaques
11496,2141,Sclérose en plaques rémittente-récurrente
11497,2142,Ce médicament est une teinture mère homéopathique.
11498,2142,"Il est traditionnellement utilisé dans le traitement des états de fatigue récents, notamment ceux liés au surmenage."
11499,2143,Cancer colorectal métastatique
11500,2143,Cancer de l'ovaire avancé
11501,2143,"Cancer de l'ovaire, traitement de 2e intention (du)"
11502,2143,"Cancer de l'ovaire, trt en relais de sels de platine (du)"
11503,2143,Cancer de la trompe de Fallope avancé
11504,2143,"Cancer de la trompe de Fallope, traitement de 2e intention (du)"
11505,2143,"Cancer de la trompe de Fallope, trt en relais de sels de platine (du)"
11506,2143,Cancer du col de l'utérus métastatique
11507,2143,"Cancer du col de l'utérus, traitement de 2e intention (du)"
11508,2143,Cancer du rein avancé
11509,2143,Cancer du rein métastatique
11510,2143,Cancer du sein métastatique
11511,2143,Cancer péritonéal primitif avancé
11512,2143,"Cancer péritonéal primitif, traitement de 2e intention (du)"
11513,2143,"Cancer péritonéal primitif, trt en relais de sels de platine (du)"
11514,2143,CBNPC localement avancé ou métastatique
11515,2143,CBNPC non épidermoïde localement avancé ou métastatique avec mutation EGFR
11516,2143,Maladie de Rendu-Osler avec hémorragie ORL ou digestive sévère (CPC)
11517,2143,"Maladie de Rendu-Osler avec hépatopathie sévère, insuffisance cardiaque et dyspnée (CPC)"
11518,2144,"C'est un vaccin composé de virus inactivés de l'hépatite A. Il ne contient aucun germe vivant. Après l'injection, l'immunité est obtenue après un délai de 2 semaines."
11519,2144,Il est utilisé dans la prévention de l'hépatite A.
11520,2145,"Ce médicament d'usage local contient un corticoïde qui possède une activité anti-inflammatoire marquée sur les muqueuses, notamment celles du nez."
11521,2145,Il est utilisé dans le traitement de la rhinite allergique chez l'adulte et l'enfant à partir de 6 ans.
11522,2145,Rhinite allergique
11523,2146,Cette solution auriculaire antalgique contient un anesthésique local associé à un antiseptique.
11524,2146,Elle est utilisée dans le traitement de certaines otites externes et de leurs manifestations douloureuses.
11525,2146,Otite externe
11526,2147,"Ce médicament contient deux antibiotiques, un antifongique (la nystatine) et un corticoïde (la dexaméthasone)."
11527,2147,Il est utilisé dans le traitement local de certaines otites externes ou chroniques.
11528,2147,Otite externe
11529,2147,Suppuration auriculaire
11530,2148,Cette pommade contient un antibiotique de la famille des tétracyclines.
11531,2148,"Elle est utilisée dans le traitement local de certaines infections de la peau (furoncle, impétigo...)."
11532,2148,Eradication des gîtes staphylococciques
11533,2148,Furonculose
11534,2148,Impétiginisation de dermatose
11535,2148,Impétigo
11536,2148,Infection cutanée staphylococcique primitive
11537,2148,Infection cutanée streptococcique primitive
11538,2149,"Ce médicament contient une substance qui possède un effet immunomodulateur. Dans la sclérose en plaques, il pourrait agir en limitant la prolifération de certains globules blancs appelés lymphocytes. contribuant ainsi à protéger le système nerveux central des attaques du système immunitaire. Lors des études cliniques, il a permis de réduire la fréquence des poussées et de ralentir la progression de l'incapacité physique associée à la maladie."
11539,2149,Il est utilisé dans le traitement de la sclérose en plaques dans sa forme rémittente-récurrente.
11540,2149,Sclérose en plaques rémittente-récurrente
11541,2150,"Ce médicament contient un antibiotique qui appartient à la famille des pénicillines à spectre élargi, c'est-à-dire actives sur un plus grand nombre de germes que la pénicilline simple. L'adjonction d'acide clavulanique permet d'empêcher la destruction de l'amoxicilline par certaines bactéries."
11542,2150,"Il est utilisé dans le traitement de diverses infections bactériennes, notamment des oreilles et des sinus, des voies respiratoires, de l'appareil urinaire, de la peau, des dents, des os et des articulations."
11543,2150,Cystite aiguë
11544,2150,Infection de la peau et des tissus mous
11545,2150,Infection ostéoarticulaire
11546,2150,Otite moyenne aiguë
11547,2150,Pneumopathie aiguë
11548,2150,Pyélonéphrite aiguë
11549,2150,Sinusite aiguë bactérienne
11550,2150,Surinfection de bronchite chronique
11551,2151,"Cette pommade contient un antibiotique de la famille des cyclines, actif notamment sur les staphylocoque et les streptocoques."
11552,2151,"Elle est utilisée dans le traitement de certaines infections de la peau (furoncle, impétigo)."
11553,2151,Blépharite bactérienne
11554,2151,Conjonctivite présumée bactérienne
11555,2151,Kératite bactérienne
11556,2151,Orgelet
11557,2151,Trachome
11558,2151,Ulcère cornéen
11559,2151,Eradication des gîtes staphylococciques
11560,2151,Furonculose
11561,2151,Impétiginisation de dermatose
11562,2151,Impétigo
11563,2151,Infection cutanée staphylococcique primitive
11564,2151,Infection cutanée streptococcique primitive
11565,2152,Cette solution pour pulvérisation nasale contient un vasoconstricteur qui dégage le nez.
11566,2152,Elle est utilisée dans le traitement de courte durée des congestions nasales (nez bouché) au cours des rhinites et des sinusites de l'adulte.
11567,2152,Rhinopharyngite aiguë
11568,2152,"Sinusite, traitement adjuvant (de la)"
11569,2154,Intoxication aiguë par les anticholinestérasiques
11570,2154,Intoxication aiguë par les parasympathomimétiques
11571,2154,Intoxication par les organophosphorés
11572,2155,Bloc auriculoventriculaire
11573,2155,Bloc auriculoventriculaire au cours de l'infarctus
11574,2155,"Bloc auriculoventriculaire au cours de l'infarctus, traitement préventif (du)"
11575,2155,Bradycardie sinusale au cours de l'infarctus
11576,2155,"Bradycardie sinusale au cours de l'infarctus, traitement préventif (de la)"
11577,2155,Colique hépatique
11578,2155,Colique néphrétique
11579,2155,Douleur spasmodique des voies digestives
11580,2155,Intoxication aiguë par les anticholinestérasiques
11581,2155,Intoxication aiguë par les parasympathomimétiques
11582,2155,Prémédication avant anesthésie pour prévenir les réactions vagales
11583,2156,Ce médiament est un bronchodilatateur qui appartient à la famille des anticholinergiques (atropiniques). Il agit localement contre la contraction anormale des muscles de la paroi des bronches. Son action est rapide (quelques minutes) et se poursuit 4 à 6 heures.
11584,2156,"des crises et des poussées d'asthme, en complément d'un bronchodilatateur d'action rapide inhalé ;"
11585,2156,"de la bronchite chronique de type obstructif (BPCO), c'est-à-dire associée à un rétrécissement du diamètre des bronches (traitement continu)."
11586,2156,"Rhinite allergique, traitement adjuvant (de la)"
11587,2156,"Rhinite vasomotrice, traitement adjuvant (de la)"
11588,2156,"Asthme, traitement associé de la crise (d')"
11589,2156,"BPCO, traitement symptomatique associé des poussées (de la)"
11590,2156,"BPCO, traitement symptomatique continu (de la)"
11591,2156,"Asthme aigu sévère, traitement associé (de l')"
11592,2157,Bloc auriculo-ventriculaire dû à un tonus vagal excessif en cas d'urgence
11593,2157,Bloc auriculoventriculaire en réanimation cardiopulmonaire
11594,2157,Bradycardie mal tolérée sur le plan hémodynamique
11595,2157,Bradycardie sinusale en réanimation cardiopulmonaire
11596,2157,Intoxication aiguë par les anticholinestérasiques
11597,2157,Intoxication aiguë par les champignons muscariniques
11598,2157,Intoxication par les organophosphorés
11599,2157,Prémédication avant anesthésie pour prévenir les réactions vagales
11600,2157,Réduction des effets de décurarisation de la néostigmine
11601,2158,Ce collyre contient de l'atropine qui dilate la pupille et bloque l'accommodation.
11602,2158,Il est utilisé
11603,2158,"dans le traitement de certaines affections de l'œil,"
11604,2158,comme préparation à certains examens réalisés par l'ophtalmologiste.
11605,2158,Cycloplégie en vue d'un examen de la réfraction
11606,2158,Iridocyclite
11607,2158,Kératite
11608,2158,Uvéite
11609,2159,Bloc auriculoventriculaire
11610,2159,Bloc auriculoventriculaire au cours de l'infarctus
11611,2159,"Bloc auriculoventriculaire au cours de l'infarctus, traitement préventif (du)"
11612,2159,Bradycardie sinusale au cours de l'infarctus
11613,2159,"Bradycardie sinusale au cours de l'infarctus, traitement préventif (de la)"
11614,2159,Colique hépatique
11615,2159,Colique néphrétique
11616,2159,Douleur spasmodique des voies digestives
11617,2159,Intoxication aiguë par les anticholinestérasiques
11618,2159,Intoxication aiguë par les parasympathomimétiques
11619,2159,Prémédication avant anesthésie pour prévenir les réactions vagales
11620,2160,Bloc auriculo-ventriculaire dû à un tonus vagal excessif en cas d'urgence
11621,2160,Bloc auriculoventriculaire en réanimation cardiopulmonaire
11622,2160,Bradycardie mal tolérée sur le plan hémodynamique
11623,2160,Bradycardie sinusale en réanimation cardiopulmonaire
11624,2160,Intoxication aiguë par les anticholinestérasiques
11625,2160,Prémédication avant anesthésie pour prévenir les réactions vagales
11626,2160,Réduction des effets de décurarisation de la néostigmine
11627,2161,"Ce médicament est une association de trois antirétroviraux actifs sur les virus de l'immunodéficience humaine (VIH) : deux inhibiteurs nucléosidiques de la transcriptase inverse (emtricitabine, ténofovir disoproxil) et un inhibiteur non nucléosidique de la transcriptase inverse (éfavirenz). En bloquant la transcriptase inverse, une enzyme du virus, ils empêchent sa reproduction dans les cellules infectées, sans toutefois permettre son élimination."
11628,2161,Il est utilisé pour traiter les adultes de plus de 18 ans infectés par le VIH de type 1 (VIH-1).
11629,2162,"Leucémie aiguë lymphoblastique à cellules T, traitement de 2e intention (de la)"
11630,2162,"Lymphome lymphoblastique à cellules T, traitement de 2e intention (du)"
11631,2163,Adjuvant de l'anesthésie générale
11632,2163,Adjuvant de la sédation en unité de soins intensifs (USI)
11633,2163,Curarisation
11634,2164,Adjuvant de l'anesthésie générale
11635,2164,Adjuvant de la sédation en unité de soins intensifs (USI)
11636,2164,Curarisation
11637,2165,Ce collyre contient de l'atropine qui dilate la pupille et bloque l'accommodation.
11638,2165,Il est utilisé
11639,2165,"dans le traitement de certaines affections de l'œil,"
11640,2165,comme préparation à certains examens réalisés par l'ophtalmologiste.
11641,2165,Cycloplégie en vue d'un examen de la réfraction
11642,2165,Iridocyclite
11643,2165,Iritis
11644,2165,Pénalisation optique dans le traitement de l'amblyopie
11645,2165,Uvéite
11646,2166,Adjuvant de l'anesthésie générale
11647,2166,Adjuvant de la sédation en unité de soins intensifs (USI)
11648,2166,Curarisation
11649,2167,Adjuvant de l'anesthésie générale
11650,2167,Adjuvant de la sédation en unité de soins intensifs (USI)
11651,2167,Curarisation
11652,2168,Adjuvant de l'anesthésie générale
11653,2168,Adjuvant de la sédation en unité de soins intensifs (USI)
11654,2168,Curarisation
11655,2169,Ce médicament est un antipaludique : il inhibe la reproduction du parasite responsable du paludisme. Il associe deux substances qui ont un mode d'action complémentaire.
11656,2169,Il est utilisé dans le traitement préventif et dans le traitement curatif du paludisme.
11657,2169,Accès palustre à Plasmodium falciparum
11658,2169,"Paludisme à Plasmodium falciparum, traitement préventif (du)"
11659,2170,Ce médicament est un antipaludique : il inhibe la reproduction du parasite responsable du paludisme. Il associe deux substances qui ont un mode d'action complémentaire.
11660,2170,Il est utilisé dans le traitement préventif et dans le traitement curatif du paludisme.
11661,2170,Accès palustre à Plasmodium falciparum
11662,2170,"Paludisme à Plasmodium falciparum, traitement préventif (du)"
11663,2171,Ce médicament est un antipaludique : il inhibe la reproduction du parasite responsable du paludisme. Il associe deux substances qui ont un mode d'action complémentaire.
11664,2171,Il est utilisé dans le traitement préventif et dans le traitement curatif du paludisme.
11665,2171,Accès palustre à Plasmodium falciparum chez le sujet >= 11 kg
11666,2171,"Paludisme à Plasmodium falciparum chez le sujet >= 40 kg, traitement préventif (du)"
11667,2172,Ce médicament est un antipaludique : il inhibe la reproduction du parasite responsable du paludisme. Il associe deux substances qui ont un mode d'action complémentaire.
11668,2172,Il est utilisé dans le traitement préventif et dans le traitement curatif du paludisme.
11669,2172,Accès palustre à Plasmodium falciparum chez le sujet >= 11 kg
11670,2172,"Paludisme à Plasmodium falciparum chez le sujet >= 40 kg, traitement préventif (du)"
11671,2173,"Ce médicament contient un antiparasitaire actif sur certains parasites protozoaires et sur le champignon Pneumocystis jiroveci (également nommé Pneumocystis carinii), responsable de pneumonies graves."
11672,2173,Il est utilisé dans le traitement de la pneumocystose chez les patients intolérants au médicament de référence (cotrimoxazole).
11673,2173,"Pneumocystose pulmonaire, traitement alternatif au cotrimoxazol (de la)"
11674,2174,Ce médicament est un antipaludique : il inhibe la reproduction du parasite responsable du paludisme. Il associe deux substances qui ont un mode d'action complémentaire.
11675,2174,Il est utilisé dans le traitement préventif et dans le traitement curatif du paludisme.
11676,2174,Accès palustre à Plasmodium falciparum
11677,2174,"Paludisme à Plasmodium falciparum, traitement préventif (du)"
11678,2175,Ce médicament est un antipaludique : il inhibe la reproduction du parasite responsable du paludisme. Il associe deux substances qui ont un mode d'action complémentaire.
11679,2175,Il est utilisé dans le traitement préventif et dans le traitement curatif du paludisme.
11680,2175,Accès palustre à Plasmodium falciparum chez l'enfant entre 5 et 11 kg
11681,2175,"Paludisme à Plasmodium falciparum chez le sujet de 11 à 40 kg, traitement préventif (du)"
11682,2175,Accès palustre à Plasmodium falciparum chez le sujet >= 11 kg
11683,2175,"Paludisme à Plasmodium falciparum chez le sujet >= 40 kg, traitement préventif (du)"
11684,2181,"Ce médicament est un hypolipidémiant de la famille des statines. Il permet d'abaisser les taux de cholestérol et de triglycérides circulant dans le sang. Des études ont également montré l'aptitude de l'atorvastatine à diminuer le risque de mortalité et d'évènement cardiovasculaire (infarctus du myocarde, accident vasculaire cérébral)."
11685,2181,"Il est utilisé en complément d'un régime adapté dans le traitement des excès de cholestérol associés ou non à un excès de triglycérides, lorsque le régime et les autres mesures non médicamenteuses (exercice physique, perte de poids) se sont avérés insuffisants."
11686,2181,Il est également utilisé dans la prévention des accidents cardiovasculaires chez les patients à risque élevé.
11687,2181,Hypercholestérolémie de type II chez le sujet >= 10 ans
11688,2181,Hypercholestérolémie familiale hétérozygote chez le sujet >= 10 ans
11689,2181,"Hypercholestérolémie familiale homozygote chez l'adulte, traitement associé (de l')"
11690,2181,"Hypercholestérolémie familiale homozygote chez l'adulte, traitement de 2e intention (de l')"
11691,2181,Prévention d'évènement cardiovasculaire majeur chez l'adulte à risque naïf d'accident CV
11692,2182,Hypercholestérolémie de type II chez le sujet >= 10 ans
11693,2182,Hypercholestérolémie familiale hétérozygote chez le sujet >= 10 ans
11694,2182,"Hypercholestérolémie familiale homozygote chez l'adulte, traitement associé (de l')"
11695,2182,"Hypercholestérolémie familiale homozygote chez l'adulte, traitement de 2e intention (de l')"
11696,2182,Prévention d'évènement cardiovasculaire majeur chez l'adulte à risque naïf d'accident CV
11697,2183,"Ce médicament est un hypolipidémiant de la famille des statines. Il permet d'abaisser les taux de cholestérol et de triglycérides circulant dans le sang. Des études ont également montré l'aptitude de l'atorvastatine à diminuer le risque de mortalité et d'évènement cardiovasculaire (infarctus du myocarde, accident vasculaire cérébral)."
11698,2183,"Il est utilisé en complément d'un régime adapté dans le traitement des excès de cholestérol associés ou non à un excès de triglycérides, lorsque le régime et les autres mesures non médicamenteuses (exercice physique, perte de poids) se sont avérés insuffisants."
11699,2183,Il est également utilisé dans la prévention des accidents cardiovasculaires chez les patients à risque élevé.
11700,2183,Hypercholestérolémie de type II chez le sujet >= 10 ans
11701,2183,Hypercholestérolémie familiale hétérozygote chez le sujet >= 10 ans
11702,2183,"Hypercholestérolémie familiale homozygote, traitement associé (de l')"
11703,2183,"Hypercholestérolémie familiale homozygote, traitement de 2e intention (de l')"
11704,2183,Prévention d'évènement cardiovasculaire majeur chez le patient à risque naïf d'accident CV
11705,2184,"Ce médicament est un hypolipidémiant de la famille des statines. Il permet d'abaisser les taux de cholestérol et de triglycérides circulant dans le sang. Des études ont également montré l'aptitude de l'atorvastatine à diminuer le risque de mortalité et d'évènement cardiovasculaire (infarctus du myocarde, accident vasculaire cérébral)."
11706,2184,"Il est utilisé en complément d'un régime adapté dans le traitement des excès de cholestérol associés ou non à un excès de triglycérides, lorsque le régime et les autres mesures non médicamenteuses (exercice physique, perte de poids) se sont avérés insuffisants."
11707,2184,Il est également utilisé dans la prévention des accidents cardiovasculaires chez les patients à risque élevé.
11708,2184,Hypercholestérolémie de type II chez le sujet >= 10 ans
11709,2184,Hypercholestérolémie familiale hétérozygote chez le sujet >= 10 ans
11710,2184,"Hypercholestérolémie familiale homozygote chez l'adulte, traitement associé (de l')"
11711,2184,"Hypercholestérolémie familiale homozygote chez l'adulte, traitement de 2e intention (de l')"
11712,2184,Prévention d'évènement cardiovasculaire majeur chez l'adulte à risque naïf d'accident CV
11713,2185,"Ce médicament est un hypolipidémiant de la famille des statines. Il permet d'abaisser les taux de cholestérol et de triglycérides circulant dans le sang. Des études ont également montré l'aptitude de l'atorvastatine à diminuer le risque de mortalité et d'évènement cardiovasculaire (infarctus du myocarde, accident vasculaire cérébral)."
11714,2185,"Il est utilisé en complément d'un régime adapté dans le traitement des excès de cholestérol associés ou non à un excès de triglycérides, lorsque le régime et les autres mesures non médicamenteuses (exercice physique, perte de poids) se sont avérés insuffisants."
11715,2185,Il est également utilisé dans la prévention des accidents cardiovasculaires chez les patients à risque élevé.
11716,2185,Hypercholestérolémie de type II chez le sujet >= 10 ans
11717,2185,Hypercholestérolémie familiale hétérozygote chez le sujet >= 10 ans
11718,2185,"Hypercholestérolémie familiale homozygote chez l'adulte, traitement associé (de l')"
11719,2185,"Hypercholestérolémie familiale homozygote chez l'adulte, traitement de 2e intention (de l')"
11720,2185,Prévention d'évènement cardiovasculaire majeur chez l'adulte à risque naïf d'accident CV
11721,2186,Hypercholestérolémie de type II chez le sujet >= 10 ans
11722,2186,Hypercholestérolémie familiale hétérozygote chez le sujet >= 10 ans
11723,2186,"Hypercholestérolémie familiale homozygote chez l'adulte, traitement associé (de l')"
11724,2186,"Hypercholestérolémie familiale homozygote chez l'adulte, traitement de 2e intention (de l')"
11725,2186,Prévention d'évènement cardiovasculaire majeur chez l'adulte à risque naïf d'accident CV
11726,2187,"Ce médicament est un hypolipidémiant de la famille des statines. Il permet d'abaisser les taux de cholestérol et de triglycérides circulant dans le sang. Des études ont également montré l'aptitude de l'atorvastatine à diminuer le risque de mortalité et d'évènement cardiovasculaire (infarctus du myocarde, accident vasculaire cérébral)."
11727,2187,"Il est utilisé en complément d'un régime adapté dans le traitement des excès de cholestérol associés ou non à un excès de triglycérides, lorsque le régime et les autres mesures non médicamenteuses (exercice physique, perte de poids) se sont avérés insuffisants."
11728,2187,Il est également utilisé dans la prévention des accidents cardiovasculaires chez les patients à risque élevé.
11729,2187,Hypercholestérolémie de type II chez le sujet >= 10 ans
11730,2187,Hypercholestérolémie familiale hétérozygote chez le sujet >= 10 ans
11731,2187,"Hypercholestérolémie familiale homozygote chez l'adulte, traitement associé (de l')"
11732,2187,"Hypercholestérolémie familiale homozygote chez l'adulte, traitement de 2e intention (de l')"
11733,2187,Prévention d'évènement cardiovasculaire majeur chez l'adulte à risque naïf d'accident CV
11734,2188,"Ce médicament est un hypolipidémiant de la famille des statines. Il permet d'abaisser les taux de cholestérol et de triglycérides circulant dans le sang. Des études ont également montré l'aptitude de l'atorvastatine à diminuer le risque de mortalité et de d'évènement cardiovasculaire (infarctus du myocarde, accident vasculaire cérébral)."
11735,2188,"Il est utilisé en complément d'un régime adapté dans le traitement des excès de cholestérol associés ou non à un excès de triglycérides, lorsque le régime et les autres mesures non médicamenteuses (exercice physique, perte de poids) se sont avérés insuffisants."
11736,2188,Il est également utilisé dans la prévention des accidents cardiovasculaires chez les patients à risque élevé.
11737,2188,Hypercholestérolémie de type II chez le sujet >= 10 ans
11738,2188,Hypercholestérolémie familiale hétérozygote chez le sujet >= 10 ans
11739,2188,"Hypercholestérolémie familiale homozygote chez l'adulte, traitement associé (de l')"
11740,2188,"Hypercholestérolémie familiale homozygote chez l'adulte, traitement de 2e intention (de l')"
11741,2188,Prévention d'évènement cardiovasculaire majeur chez l'adulte à risque naïf d'accident CV
11742,2189,"Ce médicament est un hypolipidémiant de la famille des statines. Il permet d'abaisser les taux de cholestérol et de triglycérides circulant dans le sang. Des études ont également montré l'aptitude de l'atorvastatine à diminuer le risque de mortalité et d'évènement cardiovasculaire (infarctus du myocarde, accident vasculaire cérébral)."
11743,2189,"Il est utilisé en complément d'un régime adapté dans le traitement des excès de cholestérol associés ou non à un excès de triglycérides, lorsque le régime et les autres mesures non médicamenteuses (exercice physique, perte de poids) se sont avérés insuffisants."
11744,2189,Il est également utilisé dans la prévention des accidents cardiovasculaires chez les patients à risque élevé.
11745,2189,Hypercholestérolémie de type II chez le sujet >= 10 ans
11746,2189,Hypercholestérolémie familiale hétérozygote chez le sujet >= 10 ans
11747,2189,"Hypercholestérolémie familiale homozygote chez l'adulte, traitement associé (de l')"
11748,2189,"Hypercholestérolémie familiale homozygote chez l'adulte, traitement de 2e intention (de l')"
11749,2189,Prévention d'évènement cardiovasculaire majeur chez l'adulte à risque naïf d'accident CV
11750,2190,"Ce médicament est un hypolipidémiant de la famille des statines. Il permet d'abaisser les taux de cholestérol et de triglycérides circulant dans le sang. Des études ont également montré l'aptitude de l'atorvastatine à diminuer le risque de mortalité et d'évènement cardiovasculaire (infarctus du myocarde, accident vasculaire cérébral)."
11751,2190,"Il est utilisé en complément d'un régime adapté dans le traitement des excès de cholestérol associés ou non à un excès de triglycérides, lorsque le régime et les autres mesures non médicamenteuses (exercice physique, perte de poids) se sont avérés insuffisants."
11752,2190,Il est également utilisé dans la prévention des accidents cardiovasculaires chez les patients à risque élevé.
11753,2190,Hypercholestérolémie de type II chez le sujet >= 10 ans
11754,2190,Hypercholestérolémie familiale hétérozygote chez le sujet >= 10 ans
11755,2190,"Hypercholestérolémie familiale homozygote chez l'adulte, traitement associé (de l')"
11756,2190,"Hypercholestérolémie familiale homozygote chez l'adulte, traitement de 2e intention (de l')"
11757,2190,Prévention d'évènement cardiovasculaire majeur chez l'adulte à risque naïf d'accident CV
11758,2191,"Ce médicament est un hypolipidémiant de la famille des statines. Il permet d'abaisser les taux de cholestérol et de triglycérides circulant dans le sang. Des études ont également montré l'aptitude de l'atorvastatine à diminuer le risque de mortalité et d'évènement cardiovasculaire (infarctus du myocarde, accident vasculaire cérébral)."
11759,2191,"Il est utilisé en complément d'un régime adapté dans le traitement des excès de cholestérol associés ou non à un excès de triglycérides, lorsque le régime et les autres mesures non médicamenteuses (exercice physique, perte de poids) se sont avérés insuffisants."
11760,2191,Il est également utilisé dans la prévention des accidents cardiovasculaires chez les patients à risque élevé.
11761,2191,Hypercholestérolémie de type II chez le sujet >= 10 ans
11762,2191,Hypercholestérolémie familiale hétérozygote chez le sujet >= 10 ans
11763,2191,"Hypercholestérolémie familiale homozygote chez l'adulte, traitement associé (de l')"
11764,2191,"Hypercholestérolémie familiale homozygote chez l'adulte, traitement de 2e intention (de l')"
11765,2191,Prévention d'évènement cardiovasculaire majeur chez l'adulte à risque naïf d'accident CV
11766,2192,"Ce médicament est un hypolipidémiant de la famille des statines. Il permet d'abaisser les taux de cholestérol et de triglycérides circulant dans le sang. Des études ont également montré l'aptitude de l'atorvastatine à diminuer le risque de mortalité et d'évènement cardiovasculaire (infarctus du myocarde, accident vasculaire cérébral)."
11767,2192,"Il est utilisé en complément d'un régime adapté dans le traitement des excès de cholestérol associés ou non à un excès de triglycérides, lorsque le régime et les autres mesures non médicamenteuses (exercice physique, perte de poids) se sont avérés insuffisants."
11768,2192,Il est également utilisé dans la prévention des accidents cardiovasculaires chez les patients à risque élevé.
11769,2192,Hypercholestérolémie de type II chez le sujet >= 10 ans
11770,2192,Hypercholestérolémie familiale hétérozygote chez le sujet >= 10 ans
11771,2192,"Hypercholestérolémie familiale homozygote chez l'adulte, traitement associé (de l')"
11772,2192,"Hypercholestérolémie familiale homozygote chez l'adulte, traitement de 2e intention (de l')"
11773,2192,Prévention d'évènement cardiovasculaire majeur chez l'adulte à risque naïf d'accident CV
11774,2193,"Ce médicament est un hypolipidémiant de la famille des statines. Il permet d'abaisser les taux de cholestérol et de triglycérides circulant dans le sang. Des études ont également montré l'aptitude de l'atorvastatine à diminuer le risque de mortalité et de d'évènement cardiovasculaire (infarctus du myocarde, accident vasculaire cérébral)."
11775,2193,"Il est utilisé en complément d'un régime adapté dans le traitement des excès de cholestérol associés ou non à un excès de triglycérides, lorsque le régime et les autres mesures non médicamenteuses (exercice physique, perte de poids) se sont avérés insuffisants."
11776,2193,Il est également utilisé dans la prévention des accidents cardiovasculaires chez les patients à risque élevé.
11777,2193,Hypercholestérolémie de type II chez le sujet >= 10 ans
11778,2193,Hypercholestérolémie familiale hétérozygote chez le sujet >= 10 ans
11779,2193,"Hypercholestérolémie familiale homozygote chez l'adulte, traitement associé (de l')"
11780,2193,"Hypercholestérolémie familiale homozygote chez l'adulte, traitement de 2e intention (de l')"
11781,2193,Prévention d'évènement cardiovasculaire majeur chez l'adulte à risque naïf d'accident CV
11782,2194,"Ce médicament est un hypolipidémiant de la famille des statines. Il permet d'abaisser les taux de cholestérol et de triglycérides circulant dans le sang. Des études ont également montré l'aptitude de l'atorvastatine à diminuer le risque de mortalité et d'évènement cardiovasculaire (infarctus du myocarde, accident vasculaire cérébral)."
11783,2194,"Il est utilisé en complément d'un régime adapté dans le traitement des excès de cholestérol associés ou non à un excès de triglycérides, lorsque le régime et les autres mesures non médicamenteuses (exercice physique, perte de poids) se sont avérés insuffisants."
11784,2194,Il est également utilisé dans la prévention des accidents cardiovasculaires chez les patients à risque élevé.
